"Clé de ticket","Résumé","Création","Durée(mn)"
"OBCS-10040","Assistance RH","21/juin/25 08:28","1.34"
"OBCS-10041","RH / Info récupération de données pour importation","21/juin/25 08:30","3.15"
"OBCS-10042","Demande d'info sur employé pour traitement salaire","21/juin/25 08:32","2.34"
"OBCS-10043","Suite call","21/juin/25 08:32","0.12"
"OBCS-10044","Demande d'impression bulletin et correction paie","21/juin/25 08:34","3.15"
"OBCS-10045","Assistance","21/juin/25 08:35","0.41"
"OBCS-10046","Suite assistance","21/juin/25 08:35","0.35"
"OBCS-10047","Demande d'impression bulletin et correction paie Mois de Avril, Mai & juin","21/juin/25 08:42","2.8"
"OBCS-10048","Accès fonctionnalité Finance","21/juin/25 08:45","2.26"
"OBCS-10049","Demande d'info Solde de Tout compte","21/juin/25 08:49","0.18"
"OBCS-10050","Retour sur calcul Solde de Tout compte","21/juin/25 08:51","3.22"
"OBCS-10051","Retour sur calcul Solde de Tout compte","21/juin/25 08:52","3.22"
"OBCS-10052","Retour sur calcul Solde de Tout compte","21/juin/25 08:52","1.49"
"OBCS-10053","Confirmation suppression écriture comptable","21/juin/25 09:00","1.59"
"OBCS-10054","Demande d'assistance","21/juin/25 14:12","2.19"
"OBCS-10055","Demande d'assistance - Balance déséquilibré","21/juin/25 14:13","0.4"
"OBCS-10056","Balance déséquilibré","21/juin/25 14:14","0.4"
"OBCS-10057","Balance déséquilibré","21/juin/25 14:14","0.3"
"OBCS-10058","Demande d'assistance - Balance déséquilibré","21/juin/25 14:15","0.25"
"OBCS-10059","Balance déséquilibré","21/juin/25 14:16","0.34"
"OBCS-10060","Demande d'assistance - Balance déséquilibré","21/juin/25 14:16","0.47"
"OBCS-10061","Demande d'assistance - Balance déséquilibré","21/juin/25 14:18","6.3"
"OBCS-10062","Demande d'assistance - Balance déséquilibré","21/juin/25 14:19","6.3"
"OBCS-10063","Assistance online - Finance","21/juin/25 14:19","0.17"
"OBCS-10064","Assistance online - Finance","21/juin/25 14:20","0.35"
"OBCS-10065","Assistance online - Finance","21/juin/25 14:21","1.15"
"OBCS-10066","Assistance online - Finance","21/juin/25 14:22","5.22"
"OBCS-10067","Assistance online - Finance","21/juin/25 14:22","1.57"
"OBCS-10068","Assistance online - Finance","21/juin/25 14:22","1.51"
"OBCS-10069","Assistance RH","21/juin/25 14:25","5.16"
"OBCS-10070","Assistance RH","21/juin/25 14:26","6.15"
"OBCS-10071","Demande d'Information - Précision données solde de tout compte démission","21/juin/25 14:42","2.22"
"OBCS-10072","Demande d'Information - Précision données solde de tout compte demission","21/juin/25 14:42","0.36"
"OBCS-10073","Demande d'Information - Précision données solde de tout compte demission","21/juin/25 14:43","3.21"
"OBCS-10074","Demande d'Information - Précision données solde de tout compte démission","21/juin/25 14:43","0.27"
"OBCS-10075","Demande d'Information - Précision données solde de tout compte démission","21/juin/25 14:44","1.29"
"OBCS-10076","Demande d'Information - Précision données solde de tout compte démission","21/juin/25 14:46","3.16"
"OBCS-10077","Demande d'Information - Précision données solde de tout compte démission","21/juin/25 14:47","1.5"
"OBCS-10078","Demande d'Information - Précision données solde de tout compte démission","21/juin/25 14:47","1.12"
"OBCS-10079","Demande d'Information - Précision données solde de tout compte démission","21/juin/25 14:48","4.58"
"OBCS-10080","Demande d'Information - Précision données solde de tout compte démission","21/juin/25 14:48","0.28"
"OBCS-10081","Précision données solde de tout compte démission","21/juin/25 14:50","1.21"
"OBCS-10082","Précision données solde de tout compte démission","21/juin/25 14:50","2.18"
"OBCS-10083","Précision données solde de tout compte démission","21/juin/25 14:50","1.4"
"OBCS-10091","Assistance","22/juin/25 15:22","1.5"
"OBCS-10092","Assistance RH","22/juin/25 15:23","1.14"
"OBCS-10093","Assistance Calcul salaire - Conflit date Contrat","22/juin/25 15:23","2.46"
"OBCS-10094","Assistance Calcul salaire - Conflit date Contrat","22/juin/25 15:24","2.5"
"OBCS-10095","Assistance Calcul salaire","22/juin/25 15:25","2.5"
"OBCS-10096","Relance Module AGRO","22/juin/25 15:27","9.3"
"OBCS-10097","module AGRO","22/juin/25 15:28","3.46"
"OBCS-10098","Relance Module AGRO","22/juin/25 15:29","3.56"
"OBCS-10099","Relance Module AGRO","22/juin/25 15:29","2.29"
"OBCS-10130","Edition Attestation de travail","27/juin/25 18:58","0.2"
"OBCS-10131","Edition Attestation de travail","27/juin/25 18:58","0.32"
"OBCS-10132","Edition Attestation de travail","27/juin/25 18:58","1.18"
"OBCS-10133","Edition Attestation de travail","27/juin/25 18:59","0.36"
"OBCS-10134","Edition Attestation de travail","27/juin/25 18:59","0.36"
"OBCS-10135","Edition Attestation de travail","27/juin/25 18:59","1.6"
"OBCS-10136","Assistante Importation Journaux comptable","27/juin/25 19:01","3.41"
"OBCS-10137","Assistante Importation Journaux comptable","27/juin/25 19:02","11.1"
"OBCS-10138","Assistance Importation RAN","27/juin/25 19:03","11.1"
"OBCS-10139","Assistance Importation RAN - Recherche Erreur Journal et Importation données comptable","27/juin/25 19:04","14.41"
"OBCS-10140","Assistance Importation RAN - Recherche Erreur Journal et Importation données comptable","27/juin/25 19:04","10.49"
"OBCS-10141","Assistance Importation RAN - Recherche Erreur Journal et Importation données comptable","27/juin/25 19:05","3.51"
"OBCS-10142","Assistance Importation RAN - Recherche Erreur Journal et Importation données comptable","27/juin/25 19:05","0.44"
"OBCS-10143","Assistance Importation RAN - Recherche Erreur Journal et Importation données comptable","27/juin/25 19:06","0.44"
"OBCS-10144","Assistance Importation RAN - Recherche Erreur Journal et Importation données comptable","27/juin/25 19:07","3.49"
"OBCS-10145","Assistance Importation RAN - Recherche Erreur Journal et Importation données comptable","27/juin/25 19:07","1.1"
"OBCS-10146","Assistance Importation RAN - Recherche Erreur Journal et Importation données comptable","27/juin/25 19:08","2.49"
"OBCS-10147","Impossible de Faire des traitements RH","27/juin/25 19:15","3.14"
"OBCS-10148","Traitement données comptable - Equilibre balance","27/juin/25 19:18","6.14"
"OBCS-10149","Traitement données comptable - Equilibre balance","27/juin/25 19:19","2.5"
"OBCS-10150","Traitement données comptable - Equilibre balance","27/juin/25 19:19","1.1"
"OBCS-10151","Assistance Finance / Compta","27/juin/25 19:21","1.3"
"OBCS-10152","Assistance Finance / Compta","27/juin/25 19:21","1.58"
"OBCS-10181","Assistance Caisse Retour de M","02/juil./25 16:57","0.35"
"OBCS-10182","Assistance Caisse Retour de M","02/juil./25 16:58","2.24"
"OBCS-10183","Assistance Analyse Balance et données comptable","02/juil./25 16:59","24.36"
"OBCS-10184","Assistance Analyse Balance et données comptable","02/juil./25 16:59","3.52"
"OBCS-10185","Assistance Analyse Balance et données comptable","02/juil./25 17:00","3.52"
"OBCS-10186","Assistance Analyse Balance et données comptable","02/juil./25 17:00","1.17"
"OBCS-10187","Assistance Interco caisse","02/juil./25 17:04","5.19"
"OBCS-10236","Relance Dev Module Agro","04/juil./25 16:46","0.45"
"OBCS-10237","Relance Dev Module Agro","04/juil./25 16:47","0.49"
"OBCS-10238","Traitement & Importation RAN","04/juil./25 16:50","13.21"
"OBCS-10239","Traitement & Importation RAN","04/juil./25 16:51","1.2"
"OBCS-10240","Traitement & Importation RAN","04/juil./25 16:51","0.47"
"OBCS-10241","Traitement & Importation RAN","04/juil./25 16:51","0.36"
"OBCS-10242","Traitement & Importation RAN","04/juil./25 16:51","0.22"
"OBCS-10243","Traitement, Importation & Transfère RAN 2024","04/juil./25 16:55","0.32"
"OBCS-10244","Traitement, Importation & Transfère RAN 2024","04/juil./25 16:57","0.41"
"OBCS-10245","Traitement, Importation & Transfère RAN 2024","04/juil./25 16:58","0.28"
"OBCS-10246","Traitement, Importation & Transfère RAN 2024","04/juil./25 16:58","1.8"
"OBCS-10247","Traitement, Importation & Transfère RAN 2024","04/juil./25 16:58","0.57"
"OBCS-10249","Interco Caisse","04/juil./25 18:58","0.16"
"OBCS-10250","Assistance et suivi client","04/juil./25 19:06","0.53"
"OBCS-10251","Relance assistance Balance","04/juil./25 19:08","0.35"
"OBCS-10252","Assistance écriture à corriger","04/juil./25 19:12","1.21"
"OBCS-10253","Assistance RH - Contrat et Calcul de salaire","04/juil./25 19:31","1.11"
"OBCS-10254","Assistance RH - Contrat et Calcul de salaire","04/juil./25 19:32","2.48"
"OBCS-10255","Assistance RH - Contrat et Calcul de salaire","04/juil./25 19:34","1.38"
"OBCS-10256","Assistance RH - Contrat et Calcul de salaire","04/juil./25 19:35","1.5"
"OBCS-10257","Assistance RH - Contrat et Calcul de salaire","04/juil./25 19:40","1.21"
"OBCS-10258","Assistance RH - Contrat et Calcul de salaire","04/juil./25 19:41","2.18"
"OBCS-10259","Demande d'information sur les mois ou la montant de la balance sont incorrecte","06/juil./25 18:21","3.5"
"OBCS-10269","Planification séance de travail - Caisse Interco","07/juil./25 16:35","12.32"
"OBCS-10270","Planification séance de travail - Caisse Interco","07/juil./25 16:36","0.48"
"OBCS-10271","Planification séance de travail - Caisse Interco","07/juil./25 16:36","11.36"
"OBCS-10272","Signal Bug - Impossible d'enregistrer une programmation de dette antérieur","07/juil./25 16:38","0.45"
"OBCS-10276","RH/Salaire & Document/ - Constat d'écart entre les salaire de Mai et de juin","11/juil./25 14:26","2.13"
"OBCS-10277","RH/Salaire & Document/ - Constat d'écart entre les salaire de Mai et de juin","11/juil./25 14:26","0.38"
"OBCS-10278","RH/Salaire & Document/ - Relance traitement bug","11/juil./25 14:28","0.38"
"OBCS-10279","Relance traitement de Bug","11/juil./25 14:30","1.1"
"OBCS-10318","Assistance et importation données comptable","13/juil./25 22:56","1.25"
"OBCS-10319","Assistance et importation données comptable","13/juil./25 22:56","2.24"
"OBCS-10320","Assistance et importation données comptable","13/juil./25 22:57","3.54"
"OBCS-10321","Assistance et importation données comptable","13/juil./25 22:58","1.6"
"OBCS-10322","Assistance et importation données comptable","13/juil./25 22:58","0.57"
"OBCS-10323","Assistance et importation données comptable","13/juil./25 22:58","2.13"
"OBCS-10324","Assistance et importation données comptable","13/juil./25 23:01","2.13"
"OBCS-10325","Assistance et importation données comptable","13/juil./25 23:02","1.38"
"OBCS-10326","Assistance et importation données comptable","13/juil./25 23:02","0.56"
"OBCS-10327","Assistance et importation données comptable","13/juil./25 23:02","0.12"
"OBCS-10328","Signal Bug  - Erreur Bon de commande","13/juil./25 23:04","0.49"
"OBCS-10331","RH/Calcul Salaire / Donnée de calcul incorecte","13/juil./25 23:21","0.36"
"OBCS-10332","Retour après traitement de bug RH","13/juil./25 23:23","0.38"
"OBCS-10333","RH/Calcul Salaire / Donnée de calcul incorrecte","13/juil./25 23:24","1.1"
"OBCS-10334","RH/Calcul Salaire / Donnée de calcul incorrecte  - Relance sur traitement Bug","13/juil./25 23:25","0.4"
"OBCS-10335","RH/Calcul Salaire / Donnée de calcul incorrecte","13/juil./25 23:26","0.4"
"OBCS-10336","RH/Calcul Salaire / Donnée de calcul incorrecte   Base fis","13/juil./25 23:26","2.13"
"OBCS-10337","Relance sur Traitement de bug lié a la balance","13/juil./25 23:42","0.47"
"OBCS-10338","Relance sur Traitement de bug lié a la balance et incohérence de données tableau d'amortissement","13/juil./25 23:44","7.3"
"OBCS-10339","Retour après traitement de bug balance comptable 2024","13/juil./25 23:45","0.29"
"OBCS-10340","Retour après traitement de bug balance comptable 2024","13/juil./25 23:46","3.24"
"OBCS-10341","Retour après traitement de bug balance comptable 2024","13/juil./25 23:46","0.19"
"OBCS-10394","RH/Calcul Salaire / Suppression salaire validé","19/juil./25 15:15","2.2"
"OBCS-10395","RH/Calcul Salaire / Suppression salaire validé","19/juil./25 15:16","0.56"
"OBCS-10396","RH/Calcul Salaire / Suppression salaire validé","19/juil./25 15:16","0.43"
"OBCS-10397","RH/Calcul Salaire / Suppression salaire validé","19/juil./25 15:17","1.32"
"OBCS-10398","Assistance Enregistrement encaissement client","20/juil./25 08:23","1.32"
"OBCS-10399","Assistance Enregistrement encaissement client","20/juil./25 08:23","2.4"
"OBCS-10400","Assistance correction de données comptable","20/juil./25 08:27","4.32"
"OBCS-10401","Assistance correction de données comptable","20/juil./25 08:27","0.3"
"OBCS-10402","Assistance correction de données comptable","20/juil./25 08:27","4.18"
"OBCS-10403","Demande de calcul de solde de tout compte","20/juil./25 08:30","3.3"
"OBCS-10404","Demande de calcul de solde de tout compte","20/juil./25 08:30","0.14"
"OBCS-10405","Assistance Comptabilité Générale (Importation Ran) et rapprochement bancaire","20/juil./25 08:33","3.19"
"OBCS-10406","Demande de disponibilité Assistance","20/juil./25 08:34","0.25"
"OBCS-10407","Assistance - Revu accès fonctionnalité","20/juil./25 08:41","0.44"
"OBCS-10408","Demande d'information Employé","20/juil./25 08:45","1.5"
"OBCS-10409","Retour call abs - Planification séance de travail","20/juil./25 09:29","1.26"
"OBCS-10410","Retour call abs - Planification séance de travail sur paramétrage compta An","20/juil./25 09:30","1.26"
"OBCS-10439","Suivi compte client","25/juil./25 19:34","1.39"
"OBCS-10443","Assistance et suivi client","25/juil./25 19:45","2.15"
"OBCS-10447","Revue Accès utilisateurs","25/juil./25 19:53","1.59"
"OBCS-10559","Demande d'assistance RH","08/août/25 15:24","0.29"
"OBCS-10560","Confirmation Intégration modèle de Tableau d'amortissement","08/août/25 15:38","1.38"
"OBCS-10561","Relance Intégration modèle de Tableau d'amortissement","08/août/25 15:44","1.17"
"OBCS-10562","Assistance Compta","08/août/25 16:15","1.37"
"OBCS-10563","Assistance sur compta","08/août/25 16:20","6.37"
"OBCS-10564","Relance Intégration modèle de Tableau d'amortissement","08/août/25 16:21","0.21"
"OBCS-10565","Relance Intégration modèle de Tableau d'amortissement","08/août/25 16:30","0.5"
"OBCS-10580","Assistance Compta","08/août/25 19:12","6.3"
"OBCS-10581","Relance Intégration modèle de Tableau d'amortissement & déséquilibre balance","08/août/25 19:13","14.3"
"OBCS-10584","Retour call - Assistance RH","08/août/25 19:18","0.39"
"OBCS-10585","Signal bug en cours","08/août/25 19:21","3.4"
"OBCS-10586","Relance Bug en cours","08/août/25 19:24","1.23"
"OBCS-10587","Planification de séance de travail - Budget","08/août/25 19:28","0.57"
"OBCS-10588","Assistance Compta","08/août/25 19:30","3.14"
"OBCS-10591","Assistance Compta","08/août/25 19:33","0.53"
"OBCS-10593","Demande d'assistance comptab","08/août/25 19:35","1.3"
"OBCS-10602","Assistance RH - Correction Ancienneté","08/août/25 19:48","0.53"
"OBCS-10603","Assistance RH - Correction Ancienneté","08/août/25 19:50","4.56"
"OBCS-10604","Assistance","08/août/25 19:53","2.16"
"OBCS-10605","Assistance Compta","08/août/25 19:56","0.52"
"OBCS-10606","Assistance","08/août/25 19:58","1.3"
"OBCS-10607","Assistance","08/août/25 20:01","0.5"
"OBCS-10608","Demande d'information sur le processus de suppression d'une écriture comptable","08/août/25 20:04","3.3"
"OBCS-10609","Assistance sur les saisies comptables","08/août/25 20:08","2.59"
"OBCS-10610","Rappel appel manqué - Assistance sur correction écritures manuelle","08/août/25 20:11","7.2"
"OBCS-10611","Assistance Compta","08/août/25 20:18","8.9"
"OBCS-10612","Assistance Compta","08/août/25 20:20","2.28"
"OBCS-10613","Relance intégration de données comptable","08/août/25 20:22","2.58"
"OBCS-10614","Assistance Compta","08/août/25 20:24","5.25"
"OBCS-10638","Rappel suite à un appel Manqué -  Etat d'Avancement Module Agro Export","14/août/25 17:58","3.27"
"OBCS-10640","RH/Salair/ Calcul salaire autre paie","14/août/25 18:05","6.55"
"OBCS-10641","RH/Salair/ Calcul salaire autre paie","14/août/25 18:11","2.16"
"OBCS-10642","RH/Salair/ Calcul salaire autre paie","14/août/25 18:14","12.12"
"OBCS-10645","Demande d'assistance paramétrage de rubrique autre paie","14/août/25 18:19","1.7"
"OBCS-10650","Rappel appel manqué - Assistance calcul salaire autre paie","14/août/25 18:27","1.25"
"OBCS-10652","Rappel Appel Manqué pour cause de formation","14/août/25 18:29","1.2"
"OBCS-10653","Assistance Compta","14/août/25 18:32","6.41"
"OBCS-10656","Demande d'assistance sur la comptabilité","14/août/25 18:35","1.1"
"OBCS-10659","Demande d'assistance enregistrement","14/août/25 18:43","1.39"
"OBCS-10660","Assistance fichier du personnel","14/août/25 18:46","4.21"
"OBCS-10663","Demande d'assistance","14/août/25 18:51","5"
"OBCS-10665","Assistance","14/août/25 18:53","10.3"
"OBCS-10669","Relance sur envoie de données Traitement RAN","14/août/25 19:08","1.53"
"OBCS-10670","Assistance Compta","14/août/25 19:11","2.3"
"OBCS-10727","Rappel appel manqué - Planification séance de travail","24/août/25 23:40","2.34"
"OBCS-10728","Planification de séance de travail - Budget","24/août/25 23:45","1.17"
"OBCS-10729","Planification séance de travail Paramétrage Budget - Confirmation présence","24/août/25 23:47","0.23"
"OBCS-10730","Demande d'assistance Module Fi & Agro","25/août/25 01:17","0.27"
"OBCS-10731","Demande d'assistance Module Fi & Agro","25/août/25 01:19","0.21"
"OBCS-10732","Retour appel manqué - Demande d'assistance Module Fi & Agro","25/août/25 01:21","3.3"
"OBCS-10733","Assistance Compta","25/août/25 01:23","0.11"
"OBCS-10734","Relance présentation Agro - Export","25/août/25 01:25","1.1"
"OBCS-10760","Assistance Revu des N° matricule en double","31/août/25 14:11","0.31"
"OBCS-10761","Assistance Revu des N° matricule en double","31/août/25 14:14","2.1"
"OBCS-10762","Assistance Revu des N° matricule en double","31/août/25 14:16","12.53"
"OBCS-10763","Assistance Revu des N° matricule en double","31/août/25 14:20","27.5"
"OBCS-10764","Assistance Revu des N° matricule en double","31/août/25 14:22","6.3"
"OBCS-10765","Retour solution traitement d'incohérence matricule employé","31/août/25 14:27","2.11"
"OBCS-10766","Assistance","31/août/25 14:28","2.38"
"OBCS-10767","Rappel appel manqué - relance bug calcul paie","31/août/25 14:55","1.28"
"OBCS-10768","Retour de fichier pour complément d’information avant importation RAN 2025","31/août/25 14:58","2.8"
"OBCS-10769","Retour après correction et envoie de données comptable - Intégration RAN","31/août/25 15:01","0.51"
"OBCS-10770","Retour après correction et envoie de données comptable - Intégration RAN","31/août/25 15:03","2.45"
"OBCS-10771","Retour après correction et envoie de données comptable - Intégration RAN","31/août/25 15:05","2.32"
"OBCS-10772","Planification séance de travail - Traitement données comptable","31/août/25 15:10","10.35"
"OBCS-10773","Confirmation disponibilité Séance de travail","31/août/25 15:12","0.31"
"OBCS-10774","RH/Salaire/ Calcul salaire","31/août/25 15:15","1.53"
"OBCS-10848","Relance sur Correction Nombre de jour du","07/sept./25 21:10","2.1"
"OBCS-10849","Relance sur Correction Nombre de jour du","07/sept./25 21:11","3.21"
"OBCS-10850","Retour sur Bug en cour de traitement - Assistance calcul salaire","07/sept./25 21:15","3.11"
"OBCS-10851","Assistance RH","07/sept./25 21:18","0.31"
"OBCS-10852","Assistance RH","07/sept./25 21:22","2.26"
"OBCS-10853","Assistance RH","07/sept./25 21:26","2.26"
"OBCS-10854","Assistance Finance","07/sept./25 21:36",""
"OBCS-10855","Assistance Finance","07/sept./25 21:45",""
"OBCS-10856","Assistance Finance","07/sept./25 21:49","2.25"
"OBCS-10857","Rappel pour assistance online","07/sept./25 21:50","0.27"
"OBCS-10858","Assistance Finance","07/sept./25 21:51","3.3"
"OBCS-10859","Assistance Finance","07/sept./25 22:14","1.1"
"OBCS-10860","Assistance paramétrage Finance","07/sept./25 22:14","0.21"
"OBCS-10861","Assistance paramétrage Finance","07/sept./25 22:16","1.48"
"OBCS-10862","Assistance paramétrage Finance","07/sept./25 22:16","1.46"
"OBCS-10863","Assistance paramétrage Finance","07/sept./25 22:17","1.46"
"OBCS-10864","Assistance paramétrage Finance","07/sept./25 22:18","2.17"
"OBCS-10865","Assistance paramétrage Finance","07/sept./25 22:18","2.17"
"OBCS-10933","Demande de création de compte utilisateur","14/sept./25 12:26","1.22"
"OBCS-10935","Retour après création de compte utilisateur","14/sept./25 12:28","0.33"
"OBCS-10937","Planification séance de travail - Traitement données comptable","14/sept./25 12:40","6.8"
"OBCS-10938","Planification séance de travail","14/sept./25 12:44","0.35"
"OBCS-10939","Planification séance de travail","14/sept./25 13:13","6.6"
"OBCS-10940","Confirmation disponibilité Pour Séance de travail","14/sept./25 13:15","0.53"
"OBCS-10941","Relance sur paramétrage / Intégration Grade et données caisse","14/sept./25 13:18","0.43"
"OBCS-10942","Rappel Appel Manqué - Relance sur traitement de données de la caisse","14/sept./25 13:27","1.11"
"OBCS-10943","Retour après Correction données de caisse","14/sept./25 13:28","1.9"
"OBCS-10944","Retour après de traitement de requête - Mise a jour salaire de base","14/sept./25 13:31","1.34"
"OBCS-10945","Relance traitement de requête - Mise a jour salaire de base","14/sept./25 13:32","3"
"OBCS-10946","Assistance génération et traitement RAN","14/sept./25 13:36","11.13"
"OBCS-11012","Assistance Calcul salaire - Plan séance de travail online","21/sept./25 19:26","1.5"
"OBCS-11013","Assistance Calcul salaire","21/sept./25 19:27","2.1"
"OBCS-11014","Assistance Calcul salaire","21/sept./25 19:27","27.5"
"OBCS-11015","Assistance Calcul salaire","21/sept./25 19:28","6.3"
"OBCS-11016","Assistance Calcul salaire","21/sept./25 19:28","2.38"
"OBCS-11017","Assistance Calcul salaire","21/sept./25 19:28","4.7"
"OBCS-11018","Assistance Calcul salaire","21/sept./25 19:29","1.24"
"OBCS-11019","Assistance Calcul salaire","21/sept./25 19:29","2.19"
"OBCS-11020","Assistance Calcul salaire","21/sept./25 19:29","2.25"
"OBCS-11021","Assistance Calcul salaire","21/sept./25 19:29","31.7"
"OBCS-11022","Assistance Calcul salaire","21/sept./25 19:30","0.17"
"OBCS-11023","Assistance Calcul salaire","21/sept./25 19:30","0.16"
"OBCS-11024","Assistance Calcul salaire","21/sept./25 19:30","38.23"
"OBCS-11025","Assistance Calcul salaire","21/sept./25 19:31","1.16"
"OBCS-11026","Assistance Calcul salaire","21/sept./25 19:31","4.37"
"OBCS-11027","Assistance Calcul salaire","21/sept./25 19:31","4.37"
"OBCS-11028","Assistance Calcul salaire","21/sept./25 19:32","4.34"
"OBCS-11029","Assistance Calcul salaire","21/sept./25 19:32","1.6"
"OBCS-11030","Retour appel pour - Assistance Calcul salaire","21/sept./25 19:34","39.4"
"OBCS-11031","Retour appel pour - Assistance Calcul salaire","21/sept./25 19:34","4.13"
"OBCS-11032","Relance traitement bog lié aux Matricule - Fichier du personnel","21/sept./25 19:35","0.9"
"OBCS-11033","Retour appel pour - Assistance Calcul salaire","21/sept./25 19:36","0.51"
"OBCS-11034","Relance traitement bog lié aux Matricule - Fichier du personnel","21/sept./25 19:37","20.28"
"OBCS-11035","Retour appel pour - Assistance Calcul salaire","21/sept./25 19:38","16.45"
"OBCS-11036","Traitement salaire","21/sept./25 19:39","10.36"
"OBCS-11037","Retour appel pour - Assistance Calcul salaire","21/sept./25 19:40","9.54"
"OBCS-11038","Retour appel pour - Assistance Calcul salaire","21/sept./25 19:40","7.11"
"OBCS-11039","Assistance Calcul salaire","21/sept./25 19:41","2.25"
"OBCS-11040","Assistance RH","21/sept./25 19:42","2.11"
"OBCS-11041","Assistance RH","21/sept./25 19:43","12.53"
"OBCS-11042","Assistance RH","21/sept./25 19:44","0.2"
"OBCS-11043","Retour appel pour - Assistance Calcul salaire","21/sept./25 19:45","1.5"
"OBCS-11044","Assistance Comptabilité Générale","21/sept./25 19:48","22.16"
"OBCS-11045","Assistance écriture à corriger","21/sept./25 19:49","1.13"
"OBCS-11046","Assistance Comptabilité Générale","21/sept./25 19:52","0.24"
"OBCS-11047","Assistance écriture à corriger","21/sept./25 19:52","16.55"
"OBCS-11048","Assistance écriture à corriger","21/sept./25 19:53","3.41"
"OBCS-11049","Assistance Comptabilité Générale","21/sept./25 19:54","0.58"
"OBCS-11050","Assistance Calcul salaire","21/sept./25 19:56","1.47"
"OBCS-11051","Assistance RH","21/sept./25 19:57","4.3"
"OBCS-11052","Assistance Calcul salaire","21/sept./25 19:57","1"
"OBCS-11053","Assistance Calcul salaire","21/sept./25 19:58","0.5"
"OBCS-11054","Assistance Calcul salaire","21/sept./25 19:59","0.38"
"OBCS-11055","Assistance Calcul salaire","21/sept./25 20:00","0.18"
"OBCS-11056","Revue accès 2025 module RH et processus demande d'ABS","21/sept./25 20:05","3.29"
"OBCS-11057","Demande d'assistance sur module RH","21/sept./25 20:16","0.29"
"OBCS-11058","Rappel Appel Manqué - Relance sur traitement de données RH","21/sept./25 20:17","1.6"
"OBCS-11059","Demande d'assistance Comptabilité Générale","21/sept./25 20:21","1.1"
"OBCS-11060","Assistance Comptabilité Générale","21/sept./25 20:22","2.24"
"OBCS-11061","Demande d'assistance Comptabilité Générale","21/sept./25 20:23","1.7"
"OBCS-11062","Demande d'assistance Comptabilité Générale","21/sept./25 20:24","0.29"
"OBCS-11063","Demande d'assistance Comptabilité Générale","21/sept./25 20:24","0.28"
"OBCS-11064","Assistance Comptabilité Générale - Correction écriture manuelle","21/sept./25 20:27","0.39"
"OBCS-11065","Assistance Comptabilité Générale - Correction écriture manuelle","21/sept./25 20:28","0.18"
"OBCS-11066","Assistance Comptabilité Générale - Correction écriture manuelle","21/sept./25 20:28","0.14"
"OBCS-11067","Rappel Appel Manqué - Assistance traitement de données RAN","21/sept./25 20:30","2.3"
"OBCS-11068","Demande d'assistance Google Meet Sur Traitement de données RAN","21/sept./25 20:32","1.29"
"OBCS-11069","Relance correction sur nombre de jour de congés - Bulletin","21/sept./25 20:35","1.23"
"OBCS-11070","Assistance Modification Password OBC - Activation de compte","21/sept./25 20:38","6.56"
"OBCS-11071","Revue des accès user","21/sept./25 20:39","2.5"
"OBCS-11072","Confirmation Traitement requête accès user","21/sept./25 20:40","0.27"
"OBCS-11073","Suppression d'écriture Comptable incorrecte du a un dev incomplet sur Programmation dette antérieur","21/sept./25 20:45","0.13"
"OBCS-11074","Suppression d'écriture Comptable incorrecte du a un dev incomplet sur Programmation dette antérieur","21/sept./25 20:45","0.1"
"OBCS-11075","Suppression d'écriture Comptable incorrecte du a un dev incomplet sur Programmation dette antérieur","21/sept./25 20:46","0.18"
"OBCS-11076","Suppression d'écriture Comptable incorrecte du a un dev incomplet sur Programmation dette antérieur","21/sept./25 20:46","17.8"
"OBCS-11077","Suppression d'écriture Comptable incorrecte du a un dev incomplet sur Programmation dette antérieur","21/sept./25 20:46","2.53"
"OBCS-11078","Relance - Suppression d'écriture Comptable incorrecte du a un dev incomplet sur Programmation dette antérieur","21/sept./25 20:47","7.18"
"OBCS-11079","Demande de séance Google meet","21/sept./25 20:49","0.17"
"OBCS-11111","Assistance Comptable - Correction écriture grand livre","28/sept./25 09:07","1.4"
"OBCS-11112","Assistance Comptable - Correction écriture","28/sept./25 09:08","0.56"
"OBCS-11113","Assistance Comptable - Correction écriture","28/sept./25 09:09","1.11"
"OBCS-11114","Assistance Comptable - Correction écriture","28/sept./25 09:10","4.16"
"OBCS-11115","Assistance Comptable - Correction écriture","28/sept./25 09:11","5.29"
"OBCS-11116","Assistance Comptable - Correction écriture","28/sept./25 09:12","0.47"
"OBCS-11117","Accompagnement et suivi traitement Gestion des Absences","28/sept./25 09:16","4.57"
"OBCS-11118","Accompagnement et suivi traitement Gestion des Absences","28/sept./25 09:23","1.1"
"OBCS-11119","Accompagnement et suivi traitement Gestion des Absences","28/sept./25 09:25","1.25"
"OBCS-11120","Accompagnement et suivi traitement Gestion des Absences","28/sept./25 09:26","0.58"
"OBCS-11121","Planification séance de travail","28/sept./25 09:34","0.4"
"OBCS-11122","Planification séance de travail","28/sept./25 15:24","1.9"
"OBCS-11123","Relance récupération de données","28/sept./25 15:27","2.3"
"OBCS-11124","Relance récupération de données","28/sept./25 15:27","0.39"
"OBCS-11125","Relance récupération de données","28/sept./25 15:28","8.33"
"OBCS-11126","Relance récupération de données","28/sept./25 15:30","2.52"
"OBCS-11127","Relance récupération de données","28/sept./25 15:30","0.11"
"OBCS-11128","Relance récupération de données","28/sept./25 15:31","0.11"
